unix_seconds,pid,cpu_percent,rss_mb,threads,read_bytes,write_bytes,voluntary_switches,involuntary_switches
1789326504.6052594,374904,162.9,3267.53125,78,0,209825792,179,8
1789326505.6055825,374904,130.0,3267.53125,78,0,209825792,179,8
1789326506.6058996,374904,137.0,3267.53515625,78,0,209825792,179,8
1789326507.6062627,374904,237.9,3402.45703125,76,0,209825792,179,8
1789326508.6066613,374904,186.9,3482.21484375,76,0,209825792,179,8
1789326509.6071599,374904,117.9,3482.21484375,76,0,209825792,179,8
1789326510.6075838,374904,106.0,3482.21484375,76,0,209825792,179,8
1789326511.608101,374904,117.9,3443.3828125,76,0,219062272,180,8
1789326512.6085093,374904,106.0,3443.3828125,76,0,219062272,180,8
1789326513.608979,374904,110.9,3443.3828125,76,0,219062272,180,8
1789326514.6093986,374904,107.0,3443.3828125,76,0,219062272,180,8
1789326515.6098847,374904,139.9,3443.3828125,76,0,219062272,180,8
1789326516.6102984,374904,121.0,3443.40625,76,0,219062272,180,8
1789326517.6107068,374904,121.9,3443.40625,76,0,219062272,180,8
1789326518.6111522,374904,109.0,3443.40625,76,0,219062272,180,8
1789326519.6114872,374904,109.0,3443.40625,76,0,219062272,180,8
1789326520.6118958,374904,126.9,3443.40625,76,0,219062272,180,8
1789326521.6122513,374904,124.0,3443.40625,76,0,219062272,180,8
1789326522.6126485,374904,146.9,3443.4140625,76,0,219062272,180,8
1789326523.6131349,374904,126.9,3443.4140625,76,0,219062272,180,8
1789326524.6135921,374904,175.9,3443.421875,76,0,219066368,180,8
1789326525.613922,374904,134.0,3443.46875,75,0,219066368,180,8
1789326526.6142435,374904,130.0,3443.5625,75,0,219066368,180,8
1789326527.6146047,374904,133.0,3378.53125,75,0,229855232,181,8
1789326528.6150348,374904,165.9,3378.53125,75,0,237461504,182,8
1789326529.61541,374904,128.0,3390.24609375,79,0,252657664,183,8
1789326530.615867,374904,100.0,3439.0625,79,0,252657664,183,8
1789326531.6163194,374904,139.9,3566.1875,79,0,252657664,183,8
1789326532.6167119,374904,188.9,3582.83203125,79,0,252657664,183,8
1789326533.6170495,374904,133.0,3582.83203125,79,0,252657664,183,8
1789326534.6173267,374904,108.0,3582.83203125,79,0,252657664,183,8
1789326535.6176996,374904,134.0,3582.83203125,79,0,252657664,183,8
1789326536.6180239,374904,117.0,3582.83203125,79,0,252657664,183,8
1789326537.6183283,374904,156.0,3583.91015625,79,0,252657664,183,8
1789326538.61886,374904,128.9,3584.0,79,0,252657664,183,8
1789326539.6192355,374904,196.9,3584.1953125,79,0,252657664,183,8
1789326540.6195514,374904,125.0,3584.1953125,79,0,252657664,183,8
1789326541.6199458,374904,165.9,3584.54296875,79,0,252657664,183,8
1789326542.6202972,374904,172.9,3584.54296875,79,0,252657664,183,8
1789326543.620637,374904,148.9,3584.54296875,79,0,252657664,183,8
1789326544.6211405,374904,140.9,3584.54296875,79,0,252657664,183,8
1789326545.6214619,374904,108.0,3584.54296875,79,0,252657664,183,8
1789326546.6218786,374904,189.9,3584.54296875,79,0,252657664,183,8
1789326547.6222527,374904,180.9,3584.54296875,79,0,252657664,183,8
1789326548.6225948,374904,158.9,3584.54296875,79,0,252657664,183,8
1789326549.6229193,374904,200.9,3584.54296875,79,0,252657664,183,8
1789326550.6232672,374904,244.9,3584.54296875,79,0,252657664,183,8
1789326551.6236722,374904,288.9,3584.54296875,79,0,252657664,183,8
1789326552.6239688,374904,305.9,3602.90625,78,0,252657664,183,8
1789326553.6242356,374904,219.9,3677.8671875,78,0,252657664,183,8
1789326554.6246002,374904,106.0,3677.8671875,78,0,252657664,183,8
1789326555.6250796,374904,134.9,3628.83203125,78,0,305639424,183,8
1789326556.6253793,374904,162.0,3633.7578125,79,0,375513088,184,8
1789326557.6257534,374904,137.9,3648.26171875,79,0,375513088,184,8
1789326558.6261497,374904,197.9,3659.81640625,79,0,375513088,184,8
1789326559.6264513,374904,148.0,3659.81640625,79,0,375521280,184,8
1789326560.6268296,374904,109.0,3659.81640625,79,0,375521280,184,8
1789326561.6271558,374904,127.0,3659.81640625,79,0,375521280,184,8
1789326562.6275396,374904,109.0,3659.81640625,79,0,375521280,184,8
1789326563.627949,374904,120.0,3659.81640625,79,0,375521280,184,8
1789326564.6283374,374904,108.0,3659.81640625,79,0,375521280,184,8
1789326565.6286423,374904,177.9,3726.9609375,78,0,375521280,184,8
1789326566.629031,374904,181.9,3764.44921875,77,0,375521280,184,8
1789326567.6294026,374904,170.9,3863.8984375,77,0,375521280,184,8
1789326568.6297054,374904,121.0,3863.8984375,77,0,375521280,184,8
1789326569.6301715,374904,111.9,3863.921875,77,0,375521280,184,8
1789326570.6305425,374904,114.0,3863.921875,77,0,375521280,184,8
1789326571.6310182,374904,107.9,3863.921875,77,0,375521280,184,8
1789326572.6314106,374904,115.0,3863.921875,77,0,375521280,184,8
1789326573.631846,374904,113.9,3863.99609375,77,0,375521280,184,8
1789326574.6322355,374904,114.0,3863.99609375,77,0,375521280,184,8
1789326575.632606,374904,110.0,3864.00390625,77,0,375521280,184,8
1789326576.6330287,374904,109.0,3864.00390625,77,0,375521280,184,8
1789326577.6333163,374904,108.0,3864.00390625,77,0,375521280,184,8
1789326578.6337695,374904,119.9,3865.12109375,77,0,375521280,184,8
1789326579.634157,374904,116.0,3865.12109375,77,0,375521280,184,8
1789326580.634559,374904,115.0,3865.12109375,77,0,375521280,184,8
1789326581.635028,374904,270.9,4007.765625,76,0,375521280,184,8
1789326582.635444,374904,110.0,4013.50390625,76,0,375521280,184,8
1789326583.6357787,374904,111.0,4013.50390625,76,0,375521280,184,8
1789326584.6361709,374904,110.0,4013.50390625,76,0,375521280,184,8
1789326585.636699,374904,118.9,4013.50390625,76,0,375521280,184,8
1789326586.6370544,374904,141.0,3949.640625,77,0,399355904,185,8
1789326587.637545,374904,106.9,3949.640625,77,0,399355904,185,8
1789326588.638075,374904,108.9,3949.671875,77,0,399355904,185,8
1789326589.6385686,374904,108.9,3949.671875,77,0,399355904,185,8
1789326590.6390054,374904,116.9,3929.9921875,78,0,406138880,186,8
1789326591.6394,374904,114.0,3929.9921875,78,0,406138880,186,8
1789326592.6399007,374904,160.9,3947.1484375,78,0,406138880,186,8
1789326593.6402073,374904,155.0,3947.515625,78,0,406138880,186,8
1789326594.6405804,374904,125.0,3947.515625,79,0,418050048,187,9
1789326595.6409593,374904,130.0,3947.515625,79,0,418050048,187,9
1789326596.6412487,374904,140.0,3949.58203125,78,0,418050048,187,9
1789326597.6416545,374904,270.9,4058.79296875,78,0,418050048,187,9
1789326598.642153,374904,202.9,4061.125,78,0,418050048,187,9
1789326599.6425269,374904,117.0,4068.78515625,78,0,418050048,187,9
1789326600.642958,374904,180.9,4078.7734375,77,0,418050048,187,9
1789326601.6433551,374904,208.9,4177.95703125,77,0,418050048,187,9
1789326602.6438272,374904,122.9,4177.95703125,77,0,418050048,187,9
1789326603.6441834,374904,137.0,4177.95703125,77,0,418050048,187,9
1789326604.6445596,374904,116.0,4177.95703125,77,0,418050048,187,9
1789326605.6450436,374904,144.9,4177.95703125,77,0,418050048,187,9
1789326606.645428,374904,114.0,4177.95703125,77,0,418050048,187,9
1789326607.6458774,374904,114.9,4177.95703125,77,0,418050048,187,9
1789326608.6463308,374904,113.9,4141.1796875,77,0,418050048,187,9
1789326609.6466815,374904,119.0,4141.1796875,77,0,418050048,187,9
1789326610.6469996,374904,144.0,4141.1796875,77,0,418050048,187,9
1789326611.647357,374904,130.0,4141.1796875,77,0,418050048,187,9
1789326612.6476731,374904,120.0,4141.1796875,77,0,418050048,187,9
1789326613.647959,374904,126.0,4141.1796875,78,0,434794496,188,9
1789326614.6482592,374904,136.0,4146.7265625,78,0,434794496,188,9
1789326615.6486416,374904,142.9,4172.8671875,78,0,434794496,188,9
1789326616.6490963,374904,120.9,4172.8671875,78,0,434794496,188,9
1789326617.6495175,374904,122.9,4172.8671875,79,0,445411328,189,9
1789326618.6499069,374904,134.9,4172.87109375,79,0,445411328,189,9
1789326619.6501882,374904,106.0,4172.87109375,79,0,445411328,189,9
1789326620.650534,374904,121.0,4172.87109375,79,0,445411328,189,9
1789326621.6508636,374904,181.9,4268.8671875,77,0,445411328,189,9
1789326622.6512048,374904,130.0,4291.05859375,77,0,445411328,189,9
1789326623.6515117,374904,109.0,4291.05859375,77,0,445411328,189,9
1789326624.6519535,374904,107.0,4291.05859375,77,0,445411328,189,9
1789326625.6522472,374904,109.0,4291.05859375,77,0,445411328,189,9
1789326626.6526089,374904,107.0,4291.05859375,77,0,445411328,189,9
1789326627.6529717,374904,134.0,4291.05859375,77,0,445411328,189,9
1789326628.6533294,374904,107.0,4291.05859375,77,0,445411328,189,9
1789326629.6537025,374904,107.0,4291.05859375,77,0,445411328,189,9
1789326630.6541874,374904,105.9,4291.05859375,77,0,445411328,189,9
1789326631.6545646,374904,108.0,4291.05859375,77,0,445411328,189,9
1789326632.654959,374904,126.0,4291.05859375,77,0,445411328,189,9
1789326633.6552389,374904,114.0,4292.15234375,77,0,445411328,189,9
1789326634.655621,374904,108.0,4292.15234375,77,0,445411328,189,9
1789326635.6560733,374904,108.0,4292.15234375,77,0,445411328,189,9
1789326636.656458,374904,107.0,4292.15234375,77,0,445411328,189,9
1789326637.6567354,374904,108.0,4292.15234375,77,0,445411328,189,9
1789326638.6570282,374904,120.0,4292.15234375,78,0,446332928,190,9
1789326639.6573324,374904,107.0,4292.15234375,78,0,446332928,190,9
1789326640.657635,374904,126.0,4292.15234375,78,0,446332928,190,9
1789326641.6579285,374904,107.0,4292.15234375,78,0,446332928,190,9
1789326642.6581929,374904,106.0,4292.15234375,78,0,446332928,190,9
1789326643.6584742,374904,117.0,4292.15234375,78,0,446332928,190,9
1789326644.6588001,374904,112.0,4233.1171875,78,0,446332928,190,9
1789326645.6592352,374904,109.0,4233.1171875,78,0,446332928,190,9
1789326646.659641,374904,127.9,4233.1171875,79,0,462245888,191,10
1789326647.6601284,374904,122.9,4233.1171875,79,0,462245888,191,10
1789326648.6605318,374904,122.0,4233.1171875,79,0,462245888,191,10
1789326649.6609797,374904,157.9,4233.28125,79,0,462245888,191,10
1789326650.6612813,374904,183.9,4265.01953125,78,0,462245888,191,10
1789326651.6617398,374904,147.9,4282.234375,78,0,462245888,191,10
1789326652.6620932,374904,132.0,4282.234375,78,0,462245888,191,10
1789326653.662457,374904,136.0,4282.2421875,78,0,462245888,191,10
1789326654.6629004,374904,115.9,4282.2421875,78,0,462245888,191,10
1789326655.6632724,374904,171.9,4303.39453125,78,0,462245888,191,10
1789326656.663559,374904,134.0,4303.3984375,78,0,462245888,191,10
1789326657.6638775,374904,212.9,4269.33984375,76,0,462249984,191,10
1789326658.664205,374904,208.9,4352.96875,76,0,462249984,191,10
1789326659.6645155,374904,116.0,4352.96875,76,0,462249984,191,10
1789326660.6649728,374904,119.9,4339.41015625,76,0,471502848,192,10
1789326661.6652803,374904,107.0,4339.41015625,76,0,471502848,192,10
1789326662.665714,374904,106.0,4339.41015625,76,0,471502848,192,10
1789326663.6661837,374904,111.9,4339.41015625,76,0,471502848,192,10
1789326664.6665742,374904,105.0,4339.41015625,76,0,471502848,192,10
1789326665.6669416,374904,128.0,4370.234375,76,0,471502848,192,10
1789326666.667206,374904,129.0,4370.234375,76,0,471502848,192,10
1789326667.667481,374904,108.0,4370.234375,76,0,471502848,192,10
1789326668.6678607,374904,108.0,4370.234375,76,0,471502848,192,10
1789326669.6681411,374904,110.0,4370.234375,76,0,471502848,192,10
1789326670.66841,374904,130.0,4370.234375,76,0,471502848,192,10
1789326671.6687133,374904,127.0,4370.234375,76,0,471506944,192,10
1789326672.6690784,374904,143.9,4333.671875,76,0,471506944,192,10
1789326673.669373,374904,149.0,4333.671875,76,0,471506944,192,10
1789326674.6696734,374904,154.0,4333.671875,76,0,471506944,192,10
1789326675.6699739,374904,145.0,4333.6484375,75,0,471506944,192,10
1789326676.6702352,374904,129.0,4317.00390625,75,0,477478912,193,10
1789326677.6705942,374904,137.0,4253.37890625,75,0,489902080,194,10
1789326678.6708875,374904,171.9,4253.37890625,75,0,489902080,194,10
