unix_seconds,pid,cpu_percent,rss_mb,threads,read_bytes,write_bytes,voluntary_switches,involuntary_switches
1789325767.5889983,358734,0.0,0.609375,1,0,0,0,0
1789325768.5892582,358734,94.0,887.23828125,66,0,4096,20,1
1789325769.589632,358734,97.0,1588.91015625,66,0,4096,57,7
1789325770.590134,358734,122.9,1774.953125,70,0,4096,89,7
1789325771.5904877,358734,115.0,1782.33203125,70,0,4096,93,7
1789325772.5910566,358734,114.9,1874.01171875,70,0,8192,162,11
1789325773.59146,358734,117.0,1874.75390625,70,0,8192,167,11
1789325774.5918162,358734,99.0,1932.28125,71,0,8192,169,11
1789325775.5922105,358734,109.0,2045.84765625,71,0,8192,169,11
1789325776.5926235,358734,181.9,2093.96484375,72,0,8192,169,11
1789325777.593163,358734,154.9,2115.7265625,72,0,8192,169,11
1789325778.5935671,358734,110.0,2115.73828125,72,0,8192,169,11
1789325779.5939844,358734,127.9,2116.1640625,72,0,8192,169,11
1789325780.5943747,358734,119.0,2119.90625,72,0,8192,169,11
1789325781.594806,358734,135.9,2122.90625,73,0,8192,169,11
1789325782.595207,358734,154.9,2132.50390625,74,0,8192,169,11
1789325783.5956047,358734,166.9,2180.515625,74,0,8192,169,11
1789325784.5961099,358734,112.9,2173.46875,74,0,8192,169,11
1789325785.596483,358734,176.9,2234.0859375,74,0,8192,169,11
1789325786.596926,358734,161.9,2259.38671875,74,0,8192,169,11
1789325787.5972667,358734,125.0,2237.125,74,0,8192,169,11
1789325788.5977838,358734,137.9,2237.125,74,0,8192,169,11
1789325789.59819,358734,156.9,2278.95703125,76,0,8192,169,11
1789325790.5985546,358734,182.9,2292.44921875,76,0,8192,169,11
1789325791.5992324,358734,172.9,2307.1015625,76,0,8192,169,11
1789325792.5996594,358734,148.9,2300.6171875,76,0,8192,169,11
1789325793.6001859,358734,238.9,2307.8671875,76,0,8192,169,11
1789325794.6005788,358734,250.9,2315.1953125,76,0,8192,169,11
1789325795.6011004,358734,277.9,2337.15625,76,0,8192,169,11
1789325796.6015198,358734,192.9,2319.09375,75,0,8192,169,11
1789325797.6019576,358734,106.0,2319.2734375,75,0,8192,169,11
1789325798.602428,358734,113.9,2369.8984375,76,0,122863616,170,11
1789325799.6028888,358734,138.9,2414.6015625,76,0,122863616,170,11
1789325800.6033487,358734,135.9,2447.53515625,76,0,122863616,170,11
1789325801.6038299,358734,134.9,2473.37109375,76,0,122863616,170,11
1789325802.6042535,358734,188.9,2504.99609375,76,0,122863616,170,11
1789325803.6045883,358734,151.9,2520.203125,76,0,122863616,170,11
1789325804.6051257,358734,108.9,2520.203125,76,0,122863616,170,11
1789325805.6055863,358734,117.9,2545.3046875,76,0,122863616,170,11
1789325806.6060717,358734,109.9,2545.37890625,76,0,122863616,170,11
1789325807.6063697,358734,128.0,2545.390625,76,0,122867712,170,11
1789325808.6067374,358734,108.0,2545.390625,76,0,122867712,170,11
1789325809.6071088,358734,150.9,2550.06640625,75,0,122867712,170,11
1789325810.607393,358734,118.0,2550.4765625,75,0,122867712,170,11
1789325811.6077652,358734,117.0,2482.265625,75,0,122867712,170,11
1789325812.6080427,358734,100.0,2482.26953125,75,0,122867712,170,11
1789325813.6084044,358734,140.9,2571.875,76,0,146735104,171,11
1789325814.6088085,358734,149.9,2577.66796875,75,0,146735104,171,11
1789325815.6091824,358734,109.0,2577.66796875,75,0,146735104,171,11
1789325816.6094818,358734,113.0,2577.75,75,0,146735104,171,11
1789325817.6100564,358734,108.9,2581.828125,75,0,146735104,171,11
1789325818.6104581,358734,116.0,2613.671875,75,0,146735104,171,11
1789325819.610946,358734,109.9,2591.76953125,75,0,146735104,171,11
1789325820.6112568,358734,114.0,2591.7734375,75,0,146735104,171,11
1789325821.6116993,358734,109.0,2591.984375,75,0,146735104,171,11
1789325822.612021,358734,108.0,2592.05078125,75,0,146735104,171,11
1789325823.6124165,358734,103.0,2592.05078125,75,0,146735104,171,11
1789325824.613028,358734,161.9,2721.04296875,76,0,153518080,172,11
1789325825.6135228,358734,116.9,2721.04296875,76,0,153518080,172,11
1789325826.6139338,358734,158.9,2721.0234375,75,0,153518080,172,11
1789325827.6143498,358734,115.0,2722.140625,75,0,153518080,172,11
1789325828.6147358,358734,111.0,2722.140625,75,0,153518080,172,11
1789325829.6150587,358734,111.0,2722.140625,75,0,153518080,172,11
1789325830.615523,358734,123.9,2722.140625,75,0,153518080,172,11
1789325831.6159794,358734,110.0,2722.140625,75,0,153518080,172,11
1789325832.616359,358734,99.0,2722.1953125,75,0,153518080,172,11
1789325833.6167657,358734,99.0,2722.1953125,75,0,153518080,172,11
1789325834.6172128,358734,97.0,2737.8046875,76,0,165392384,173,11
1789325835.6175032,358734,161.0,2866.01171875,76,0,165392384,173,11
1789325836.6178875,358734,194.9,2886.02734375,76,0,165392384,173,11
1789325837.6182644,358734,138.9,2886.02734375,76,0,165392384,173,11
1789325838.618634,358734,138.9,2886.21875,75,0,165392384,173,11
