timestamp,memory.used,utilization.gpu,utilization.memory,temperature.gpu,power.draw,clocks.sm,clocks.mem
2026/09/14 03:01:14.332, 1721, 7, 4, 73, 27.70, 2565, 8001
2026/09/14 03:01:15.336, 3334, 19, 7, 73, 26.49, 1890, 8001
2026/09/14 03:01:16.336, 3345, 20, 7, 72, 26.96, 2340, 8001
2026/09/14 03:01:17.337, 5253, 98, 58, 73, 31.55, 2310, 8001
2026/09/14 03:01:18.337, 5380, 44, 21, 78, 51.49, 2520, 8001
2026/09/14 03:01:19.337, 5445, 32, 11, 75, 41.54, 2565, 8001
2026/09/14 03:01:20.338, 5445, 62, 15, 79, 52.68, 2535, 8001
2026/09/14 03:01:21.338, 5421, 7, 4, 73, 35.76, 2565, 8001
2026/09/14 03:01:22.338, 5445, 6, 4, 72, 25.84, 2565, 8001
2026/09/14 03:01:23.339, 5445, 100, 54, 76, 25.33, 2460, 8001
2026/09/14 03:01:24.339, 5603, 99, 58, 78, 64.04, 2415, 8001
2026/09/14 03:01:25.339, 5489, 35, 11, 77, 54.73, 2565, 8001
2026/09/14 03:01:26.339, 5462, 26, 8, 74, 36.97, 2565, 8001
2026/09/14 03:01:27.340, 5460, 43, 12, 78, 45.42, 2460, 8001
2026/09/14 03:01:28.340, 5468, 57, 45, 77, 40.65, 1905, 8001
2026/09/14 03:01:29.340, 5440, 45, 14, 76, 49.33, 2505, 8001
2026/09/14 03:01:30.341, 5455, 99, 58, 78, 39.89, 2295, 8001
2026/09/14 03:01:31.341, 5458, 96, 54, 79, 54.18, 2385, 8001
2026/09/14 03:01:32.341, 5458, 41, 11, 76, 44.69, 2445, 8001
2026/09/14 03:01:33.341, 5428, 99, 57, 78, 46.72, 2145, 8001
2026/09/14 03:01:34.342, 5452, 33, 8, 75, 47.43, 2565, 8001
2026/09/14 03:01:35.342, 5452, 43, 20, 75, 43.92, 2550, 8001
2026/09/14 03:01:36.343, 5452, 34, 15, 78, 35.76, 2070, 8001
2026/09/14 03:01:37.343, 5451, 34, 11, 79, 45.46, 2325, 8001
2026/09/14 03:01:38.343, 5594, 98, 52, 77, 56.18, 2250, 8001
2026/09/14 03:01:39.344, 5495, 98, 55, 78, 54.48, 2130, 8001
2026/09/14 03:01:40.344, 5492, 31, 13, 75, 52.71, 2565, 8001
2026/09/14 03:01:41.344, 5475, 96, 54, 79, 51.78, 2280, 8001
2026/09/14 03:01:42.345, 5473, 98, 54, 78, 57.34, 2385, 8001
2026/09/14 03:01:43.345, 5423, 97, 55, 79, 55.31, 2100, 8001
2026/09/14 03:01:44.345, 5422, 99, 53, 77, 55.31, 2295, 8001
2026/09/14 03:01:45.346, 5427, 95, 56, 78, 54.24, 2100, 8001
2026/09/14 03:01:46.346, 5452, 23, 8, 75, 40.37, 2565, 8001
2026/09/14 03:01:47.346, 5452, 22, 7, 77, 35.38, 2235, 8001
2026/09/14 03:01:48.347, 5452, 99, 59, 79, 46.20, 2205, 8001
2026/09/14 03:01:49.347, 5452, 26, 9, 76, 46.28, 2565, 8001
2026/09/14 03:01:50.347, 5451, 99, 56, 77, 52.60, 2100, 8001
2026/09/14 03:01:51.348, 5452, 25, 7, 76, 53.19, 2565, 8001
2026/09/14 03:01:52.348, 5452, 21, 7, 75, 34.04, 2565, 8001
2026/09/14 03:01:53.348, 5451, 30, 10, 76, 44.10, 2565, 8001
2026/09/14 03:01:54.349, 5428, 22, 7, 75, 37.06, 2565, 8001
2026/09/14 03:01:55.349, 5452, 31, 8, 73, 27.86, 1935, 8001
2026/09/14 03:01:56.349, 5510, 24, 7, 75, 36.83, 2565, 8001
2026/09/14 03:01:57.350, 5466, 99, 59, 80, 46.75, 2460, 8001
2026/09/14 03:01:58.350, 5441, 100, 59, 80, 63.29, 2250, 8001
2026/09/14 03:01:59.350, 5464, 68, 30, 76, 47.39, 2550, 8001
2026/09/14 03:02:00.351, 5463, 47, 31, 79, 36.55, 2085, 8001
2026/09/14 03:02:01.351, 5453, 25, 9, 76, 43.38, 2565, 8001
2026/09/14 03:02:02.351, 5429, 25, 7, 75, 37.18, 2565, 8001
2026/09/14 03:02:03.351, 5452, 26, 8, 77, 38.89, 2565, 8001
2026/09/14 03:02:04.352, 5452, 29, 11, 78, 36.28, 1995, 8001
2026/09/14 03:02:05.352, 5452, 26, 9, 75, 36.33, 2565, 8001
2026/09/14 03:02:06.352, 5428, 25, 8, 76, 40.83, 2565, 8001
2026/09/14 03:02:07.352, 5428, 43, 15, 76, 41.21, 2565, 8001
2026/09/14 03:02:08.353, 5451, 30, 9, 76, 41.01, 2430, 8001
2026/09/14 03:02:09.353, 5451, 45, 17, 76, 37.53, 2340, 8001
2026/09/14 03:02:10.353, 5428, 71, 39, 78, 45.26, 2130, 8001
2026/09/14 03:02:11.353, 5473, 24, 7, 77, 50.29, 2565, 8001
2026/09/14 03:02:12.354, 5472, 33, 9, 76, 36.71, 2565, 8001
2026/09/14 03:02:13.354, 5465, 39, 14, 75, 37.49, 2205, 8001
2026/09/14 03:02:14.354, 6464, 35, 10, 74, 30.84, 2175, 8001
2026/09/14 03:02:15.355, 6488, 96, 57, 79, 49.88, 2325, 8001
2026/09/14 03:02:16.355, 6475, 67, 33, 80, 55.27, 2010, 8001
2026/09/14 03:02:17.355, 6475, 42, 13, 76, 39.87, 2565, 8001
2026/09/14 03:02:18.356, 6452, 51, 24, 76, 41.03, 2565, 8001
2026/09/14 03:02:19.356, 6476, 26, 7, 75, 36.05, 2565, 8001
2026/09/14 03:02:20.356, 6475, 31, 7, 74, 32.74, 1905, 8001
2026/09/14 03:02:21.356, 6475, 27, 10, 76, 32.43, 2565, 8001
2026/09/14 03:02:22.357, 6476, 99, 78, 78, 41.18, 1980, 8001
2026/09/14 03:02:23.357, 6476, 20, 6, 75, 47.12, 2565, 8001
2026/09/14 03:02:24.357, 6475, 26, 8, 75, 34.10, 2565, 8001
2026/09/14 03:02:25.358, 6476, 53, 15, 76, 37.21, 2100, 8001
2026/09/14 03:02:26.358, 6476, 24, 7, 77, 33.05, 2565, 8001
2026/09/14 03:02:27.358, 6475, 100, 75, 79, 40.83, 2025, 8001
2026/09/14 03:02:28.359, 6490, 100, 58, 78, 55.67, 2340, 8001
2026/09/14 03:02:29.359, 6467, 31, 14, 78, 50.26, 2565, 8001
2026/09/14 03:02:30.359, 6465, 49, 13, 79, 43.73, 2565, 8001
2026/09/14 03:02:31.360, 6488, 35, 10, 76, 42.01, 2565, 8001
2026/09/14 03:02:32.360, 6482, 30, 9, 75, 38.71, 2565, 8001
2026/09/14 03:02:33.360, 6464, 31, 11, 76, 39.06, 2565, 8001
2026/09/14 03:02:34.361, 6440, 21, 7, 76, 36.28, 2565, 8001
2026/09/14 03:02:35.361, 6465, 27, 8, 77, 43.75, 2565, 8001
2026/09/14 03:02:36.361, 6465, 42, 16, 78, 47.34, 2550, 8001
2026/09/14 03:02:37.362, 6464, 52, 16, 80, 44.52, 2550, 8001
