timestamp,memory.used,utilization.gpu,utilization.memory,temperature.gpu,power.draw,clocks.sm,clocks.mem
2026/09/14 23:02:51.203, 1480, 11, 7, 75, 31.43, 2565, 8001
2026/09/14 23:02:52.206, 1991, 15, 6, 75, 28.51, 2565, 8001
2026/09/14 23:02:53.206, 3113, 35, 28, 73, 23.09, 1890, 8001
2026/09/14 23:02:54.207, 3294, 22, 7, 73, 21.04, 1890, 8001
2026/09/14 23:02:55.207, 5418, 100, 72, 75, 26.19, 1890, 8001
2026/09/14 23:02:56.207, 5752, 87, 53, 79, 46.40, 2100, 8001
2026/09/14 23:02:57.208, 6070, 29, 8, 77, 41.60, 2565, 8001
2026/09/14 23:02:58.208, 6185, 27, 7, 77, 50.75, 2565, 8001
2026/09/14 23:02:59.208, 6186, 99, 53, 79, 40.83, 2175, 8001
2026/09/14 23:03:00.209, 6185, 98, 55, 77, 54.92, 2100, 8001
2026/09/14 23:03:01.209, 6098, 98, 54, 79, 54.60, 2310, 8001
2026/09/14 23:03:02.209, 6097, 99, 57, 79, 54.90, 2295, 8001
2026/09/14 23:03:03.209, 6143, 98, 53, 80, 55.16, 2175, 8001
2026/09/14 23:03:04.210, 6134, 20, 6, 76, 44.12, 2565, 8001
2026/09/14 23:03:05.210, 6082, 21, 6, 76, 32.03, 2565, 8001
2026/09/14 23:03:06.210, 7094, 25, 9, 78, 50.72, 2565, 8001
2026/09/14 23:03:07.211, 7094, 20, 6, 77, 50.21, 2565, 8001
2026/09/14 23:03:08.211, 7094, 92, 54, 80, 51.47, 2355, 8001
2026/09/14 23:03:09.211, 7095, 25, 8, 76, 39.42, 2565, 8001
2026/09/14 23:03:10.212, 7095, 28, 9, 76, 41.94, 2565, 8001
2026/09/14 23:03:11.213, 7094, 25, 7, 76, 43.94, 2565, 8001
2026/09/14 23:03:12.214, 7094, 97, 56, 79, 54.08, 2190, 8001
2026/09/14 23:03:13.216, 7095, 24, 7, 77, 41.74, 2565, 8001
2026/09/14 23:03:14.216, 7095, 97, 53, 79, 46.31, 2310, 8001
2026/09/14 23:03:15.217, 7094, 52, 30, 76, 41.74, 2460, 8001
2026/09/14 23:03:16.217, 7094, 31, 12, 77, 41.82, 2565, 8001
2026/09/14 23:03:17.218, 7106, 41, 21, 78, 44.08, 2565, 8001
2026/09/14 23:03:18.219, 7106, 29, 10, 78, 42.27, 2565, 8001
2026/09/14 23:03:19.219, 7106, 78, 58, 80, 43.03, 2070, 8001
2026/09/14 23:03:20.223, 7106, 41, 20, 77, 53.45, 2520, 8001
2026/09/14 23:03:21.223, 7106, 39, 20, 77, 43.53, 2565, 8001
2026/09/14 23:03:22.224, 7089, 41, 21, 77, 48.86, 2565, 8001
2026/09/14 23:03:23.224, 7089, 45, 29, 81, 57.48, 2565, 8001
2026/09/14 23:03:24.224, 7088, 25, 8, 77, 34.90, 2565, 8001
2026/09/14 23:03:25.225, 7088, 27, 8, 77, 35.57, 1920, 8001
2026/09/14 23:03:26.226, 7088, 37, 11, 75, 29.72, 2070, 8001
2026/09/14 23:03:27.227, 7088, 46, 20, 77, 37.42, 2535, 8001
2026/09/14 23:03:28.228, 7088, 99, 56, 77, 55.51, 2520, 8001
2026/09/14 23:03:29.228, 7088, 24, 7, 76, 36.40, 2565, 8001
2026/09/14 23:03:30.229, 7088, 38, 16, 77, 47.40, 2565, 8001
2026/09/14 23:03:31.230, 7088, 98, 55, 78, 44.84, 2340, 8001
2026/09/14 23:03:32.233, 7088, 21, 6, 76, 41.97, 2565, 8001
2026/09/14 23:03:33.233, 7088, 27, 8, 77, 38.05, 2565, 8001
2026/09/14 23:03:34.233, 7088, 63, 33, 79, 44.97, 2100, 8001
2026/09/14 23:03:35.236, 7088, 100, 50, 77, 53.30, 2145, 8001
2026/09/14 23:03:36.237, 7088, 20, 6, 76, 43.18, 2565, 8001
2026/09/14 23:03:37.237, 7088, 99, 57, 80, 47.89, 2160, 8001
2026/09/14 23:03:38.238, 7094, 59, 11, 77, 50.56, 2565, 8001
