timestamp,memory.used,utilization.gpu,utilization.memory,temperature.gpu,power.draw,clocks.sm,clocks.mem
2026/09/14 22:57:57.727, 1460, 6, 3, 74, 25.32, 2565, 8001
2026/09/14 22:57:58.731, 1856, 10, 5, 72, 17.61, 1890, 8001
2026/09/14 22:57:59.731, 2212, 8, 3, 71, 17.93, 1890, 8001
2026/09/14 22:58:00.732, 3316, 63, 15, 77, 24.74, 2565, 8001
2026/09/14 22:58:01.732, 3316, 99, 54, 77, 49.07, 2100, 8001
2026/09/14 22:58:02.732, 3328, 99, 54, 78, 56.61, 2115, 8001
2026/09/14 22:58:03.732, 3328, 99, 54, 77, 54.70, 2070, 8001
2026/09/14 22:58:04.733, 3328, 99, 53, 77, 54.98, 2100, 8001
2026/09/14 22:58:05.733, 3328, 99, 57, 78, 54.80, 2250, 8001
2026/09/14 22:58:06.733, 3336, 99, 54, 78, 55.13, 2115, 8001
2026/09/14 22:58:07.734, 3336, 99, 62, 81, 62.69, 2340, 8001
2026/09/14 22:58:08.734, 3334, 97, 60, 82, 63.88, 2340, 8001
2026/09/14 22:58:09.734, 3334, 98, 59, 81, 63.93, 2295, 8001
2026/09/14 22:58:10.735, 3334, 99, 61, 80, 63.42, 2475, 8001
2026/09/14 22:58:11.735, 3328, 98, 57, 78, 54.70, 2355, 8001
2026/09/14 22:58:12.735, 3328, 99, 52, 78, 55.91, 2325, 8001
2026/09/14 22:58:13.735, 3328, 96, 56, 81, 60.76, 2265, 8001
2026/09/14 22:58:14.736, 3328, 98, 60, 81, 61.25, 2250, 8001
2026/09/14 22:58:15.736, 3316, 99, 56, 80, 64.86, 2430, 8001
2026/09/14 22:58:16.737, 3316, 98, 55, 81, 63.95, 2325, 8001
2026/09/14 22:58:17.738, 3316, 99, 59, 80, 64.20, 2460, 8001
2026/09/14 22:58:18.739, 3316, 98, 56, 82, 63.71, 2310, 8001
2026/09/14 22:58:19.740, 3376, 99, 56, 79, 63.30, 2430, 8001
2026/09/14 22:58:20.741, 3370, 99, 58, 81, 62.81, 2325, 8001
2026/09/14 22:58:21.741, 3322, 99, 59, 81, 63.68, 2385, 8001
2026/09/14 22:58:22.745, 3334, 99, 56, 80, 64.58, 2445, 8001
2026/09/14 22:58:23.745, 3334, 98, 58, 82, 63.69, 2385, 8001
2026/09/14 22:58:24.746, 3334, 99, 59, 80, 63.95, 2280, 8001
2026/09/14 22:58:25.746, 3334, 98, 54, 79, 59.35, 2400, 8001
2026/09/14 22:58:26.746, 3333, 98, 55, 80, 58.59, 2325, 8001
2026/09/14 22:58:27.747, 1483, 34, 13, 75, 34.97, 2565, 8001
